"accession","gene.name"
"CSCL2_MOUSE","CSCL2_MOUSE"
"CSCL2_MOUSE","CSCL2_MOUSE"
"CSDE1_MOUSE","Csde1"
"CSDE1_MOUSE","Csde1"
"CSDE1_MOUSE","Csde1"
"CSDE1_MOUSE","Csde1"
"CSDE1_MOUSE","Csde1"
"CSDE1_MOUSE","Csde1"
"CSDE1_MOUSE","Csde1"
"CSDE1_MOUSE","Csde1"
"CSDE1_MOUSE","Csde1"
"CSK_MOUSE","Csk"
"CSK_MOUSE","Csk"
"CSK_MOUSE","Csk"
"CSK_MOUSE","Csk"
"CSK_MOUSE","Csk"
"CSK_MOUSE","Csk"
"CSK_MOUSE","Csk"
"CSK_MOUSE","Csk"
"CSK_MOUSE","Csk"
"CSK21_MOUSE","Csnk2a1"
"CSK21_MOUSE","Csnk2a1"
"CSK21_MOUSE","Csnk2a1"
"CSK21_MOUSE","Csnk2a1"
"CSK21_MOUSE","Csnk2a1"
"CSK21_MOUSE","Csnk2a1"
"CSK21_MOUSE","Csnk2a1"
"CSK21_MOUSE","Csnk2a1"
"CSK21_MOUSE","Csnk2a1"
"CSK22_MOUSE","Csnk2a2"
"CSK22_MOUSE","Csnk2a2"
"CSK22_MOUSE","Csnk2a2"
"CSK22_MOUSE","Csnk2a2"
"CSK22_MOUSE","Csnk2a2"
"CSK22_MOUSE","Csnk2a2"
"CSK22_MOUSE","Csnk2a2"
"CSK22_MOUSE","Csnk2a2"
"CSK22_MOUSE","Csnk2a2"
"CSK2B_MOUSE","Csnk2b"
"CSK2B_MOUSE","Csnk2b"
"CSK2B_MOUSE","Csnk2b"
"CSK2B_MOUSE","Csnk2b"
"CSK2B_MOUSE","Csnk2b"
"CSK2B_MOUSE","Csnk2b"
"CSK2B_MOUSE","Csnk2b"
"CSK2B_MOUSE","Csnk2b"
"CSK2B_MOUSE","Csnk2b"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSMT1_MOUSE","CSMT1_MOUSE"
"CSN1_MOUSE","Gps1"
"CSN1_MOUSE","Gps1"
"CSN1_MOUSE","Gps1"
"CSN1_MOUSE","Gps1"
"CSN1_MOUSE","Gps1"
"CSN1_MOUSE","Gps1"
"CSN1_MOUSE","Gps1"
"CSN1_MOUSE","Gps1"
"CSN1_MOUSE","Gps1"
"CSN2_MOUSE","Cops2"
"CSN2_MOUSE","Cops2"
"CSN2_MOUSE","Cops2"
"CSN2_MOUSE","Cops2"
"CSN2_MOUSE","Cops2"
"CSN2_MOUSE","Cops2"
"CSN2_MOUSE","Cops2"
"CSN2_MOUSE","Cops2"
"CSN2_MOUSE","Cops2"
"CSN3_MOUSE","Cops3"
"CSN3_MOUSE","Cops3"
"CSN3_MOUSE","Cops3"
"CSN3_MOUSE","Cops3"
"CSN3_MOUSE","Cops3"
"CSN3_MOUSE","Cops3"
"CSN3_MOUSE","Cops3"
"CSN3_MOUSE","Cops3"
"CSN3_MOUSE","Cops3"
"CSN4_MOUSE","Cops4"
"CSN4_MOUSE","Cops4"
"CSN4_MOUSE","Cops4"
"CSN4_MOUSE","Cops4"
"CSN4_MOUSE","Cops4"
"CSN4_MOUSE","Cops4"
"CSN4_MOUSE","Cops4"
"CSN4_MOUSE","Cops4"
"CSN4_MOUSE","Cops4"
"CSN5_MOUSE","Cops5"
"CSN5_MOUSE","Cops5"
"CSN5_MOUSE","Cops5"
"CSN5_MOUSE","Cops5"
"CSN5_MOUSE","Cops5"
"CSN5_MOUSE","Cops5"
"CSN5_MOUSE","Cops5"
"CSN5_MOUSE","Cops5"
"CSN5_MOUSE","Cops5"
"CSN6_MOUSE","Cops6"
"CSN6_MOUSE","Cops6"
"CSN6_MOUSE","Cops6"
"CSN6_MOUSE","Cops6"
"CSN6_MOUSE","Cops6"
"CSN6_MOUSE","Cops6"
"CSN6_MOUSE","Cops6"
"CSN6_MOUSE","Cops6"
"CSN6_MOUSE","Cops6"
"CSN7A_MOUSE","Cops7a"
"CSN7A_MOUSE","Cops7a"
"CSN7A_MOUSE","Cops7a"
"CSN7A_MOUSE","Cops7a"
"CSN7A_MOUSE","Cops7a"
"CSN7A_MOUSE","Cops7a"
"CSN7A_MOUSE","Cops7a"
"CSN7A_MOUSE","Cops7a"
"CSN7A_MOUSE","Cops7a"
"CSN8_MOUSE","Cops8"
"CSN8_MOUSE","Cops8"
"CSN8_MOUSE","Cops8"
"CSN8_MOUSE","Cops8"
"CSN8_MOUSE","Cops8"
"CSN8_MOUSE","Cops8"
"CSN8_MOUSE","Cops8"
"CSN8_MOUSE","Cops8"
"CSN8_MOUSE","Cops8"
"CSPG4_MOUSE","Cspg4"
"CSPG4_MOUSE","Cspg4"
"CSPG4_MOUSE","Cspg4"
"CSPG4_MOUSE","Cspg4"
"CSPG4_MOUSE","Cspg4"
"CSPG4_MOUSE","Cspg4"
"CSPG4_MOUSE","Cspg4"
"CSPG4_MOUSE","Cspg4"
"CSPG4_MOUSE","Cspg4"
"CSRP1_MOUSE","Csrp1"
"CSRP1_MOUSE","Csrp1"
"CSRP1_MOUSE","Csrp1"
"CSRP1_MOUSE","Csrp1"
"CSRP1_MOUSE","Csrp1"
"CSRP1_MOUSE","Csrp1"
"CSRP1_MOUSE","Csrp1"
"CSRP1_MOUSE","Csrp1"
"CSRP1_MOUSE","Csrp1"
"CSRP2_MOUSE","Csrp2"
"CSRP2_MOUSE","Csrp2"
"CSRP2_MOUSE","Csrp2"
"CSRP2_MOUSE","Csrp2"
"CSRP2_MOUSE","Csrp2"
"CSRP2_MOUSE","Csrp2"
"CSRP2_MOUSE","Csrp2"
"CSRP2_MOUSE","Csrp2"
"CSRP2_MOUSE","Csrp2"
"CSRP3_MOUSE","Csrp3"
"CSRP3_MOUSE","Csrp3"
"CSRP3_MOUSE","Csrp3"
"CSRP3_MOUSE","Csrp3"
"CSRP3_MOUSE","Csrp3"
"CSRP3_MOUSE","Csrp3"
"CSRP3_MOUSE","Csrp3"
"CSRP3_MOUSE","Csrp3"
"CSRP3_MOUSE","Csrp3"
"CSTF1_MOUSE","Cstf1"
"CSTF1_MOUSE","Cstf1"
"CSTF1_MOUSE","Cstf1"
"CSTF1_MOUSE","Cstf1"
"CSTF1_MOUSE","Cstf1"
"CSTF1_MOUSE","Cstf1"
"CSTF1_MOUSE","Cstf1"
"CSTF1_MOUSE","Cstf1"
"CSTF1_MOUSE","Cstf1"
"CSTF3_MOUSE","Cstf3"
"CSTF3_MOUSE","Cstf3"
"CSTF3_MOUSE","Cstf3"
"CSTF3_MOUSE","Cstf3"
"CSTF3_MOUSE","Cstf3"
"CSTF3_MOUSE","Cstf3"
"CSTF3_MOUSE","Cstf3"
"CSTF3_MOUSE","Cstf3"
"CSTF3_MOUSE","Cstf3"
"CT027_MOUSE","CT027_MOUSE"
"CT027_MOUSE","CT027_MOUSE"
"CT027_MOUSE","CT027_MOUSE"
"CT027_MOUSE","CT027_MOUSE"
"CT027_MOUSE","CT027_MOUSE"
"CT027_MOUSE","CT027_MOUSE"
"CT027_MOUSE","CT027_MOUSE"
"CT027_MOUSE","CT027_MOUSE"
"CT027_MOUSE","CT027_MOUSE"
"CTBP1_MOUSE","Ctbp1"
"CTBP1_MOUSE","Ctbp1"
"CTBP1_MOUSE","Ctbp1"
"CTBP1_MOUSE","Ctbp1"
"CTBP1_MOUSE","Ctbp1"
"CTBP1_MOUSE","Ctbp1"
"CTBP1_MOUSE","Ctbp1"
"CTBP1_MOUSE","Ctbp1"
"CTBP1_MOUSE","Ctbp1"
"CTL1_MOUSE","Slc44a1"
"CTL1_MOUSE","Slc44a1"
"CTL1_MOUSE","Slc44a1"
"CTL1_MOUSE","Slc44a1"
"CTL1_MOUSE","Slc44a1"
"CTL1_MOUSE","Slc44a1"
"CTL1_MOUSE","Slc44a1"
"CTL1_MOUSE","Slc44a1"
"CTL1_MOUSE","Slc44a1"
"CTL2_MOUSE","Slc44a2"
"CTL2_MOUSE","Slc44a2"
"CTL2_MOUSE","Slc44a2"
"CTL2_MOUSE","Slc44a2"
"CTL2_MOUSE","Slc44a2"
"CTL2_MOUSE","Slc44a2"
"CTL2_MOUSE","Slc44a2"
"CTL2_MOUSE","Slc44a2"
"CTL2_MOUSE","Slc44a2"
"CTNA1_MOUSE","Ctnna1"
"CTNA1_MOUSE","Ctnna1"
"CTNA1_MOUSE","Ctnna1"
"CTNA1_MOUSE","Ctnna1"
"CTNA1_MOUSE","Ctnna1"
"CTNA1_MOUSE","Ctnna1"
"CTNA1_MOUSE","Ctnna1"
"CTNA1_MOUSE","Ctnna1"
"CTNA1_MOUSE","Ctnna1"
"CTNB1_MOUSE","Ctnnb1"
"CTNB1_MOUSE","Ctnnb1"
"CTNB1_MOUSE","Ctnnb1"
"CTNB1_MOUSE","Ctnnb1"
"CTNB1_MOUSE","Ctnnb1"
"CTNB1_MOUSE","Ctnnb1"
"CTNB1_MOUSE","Ctnnb1"
"CTNB1_MOUSE","Ctnnb1"
"CTNB1_MOUSE","Ctnnb1"
"CTND1_MOUSE","Ctnnd1"
"CTND1_MOUSE","Ctnnd1"
"CTND1_MOUSE","Ctnnd1"
"CTND1_MOUSE","Ctnnd1"
"CTND1_MOUSE","Ctnnd1"
"CTND1_MOUSE","Ctnnd1"
"CTND1_MOUSE","Ctnnd1"
"CTND1_MOUSE","Ctnnd1"
"CTND1_MOUSE","Ctnnd1"
"CUL1_MOUSE","Cul1"
"CUL1_MOUSE","Cul1"
"CUL1_MOUSE","Cul1"
"CUL1_MOUSE","Cul1"
"CUL1_MOUSE","Cul1"
"CUL1_MOUSE","Cul1"
"CUL1_MOUSE","Cul1"
"CUL1_MOUSE","Cul1"
"CUL1_MOUSE","Cul1"
"CUL2_MOUSE","Cul2"
"CUL2_MOUSE","Cul2"
"CUL2_MOUSE","Cul2"
"CUL2_MOUSE","Cul2"
"CUL2_MOUSE","Cul2"
"CUL2_MOUSE","Cul2"
"CUL2_MOUSE","Cul2"
"CUL2_MOUSE","Cul2"
"CUL2_MOUSE","Cul2"
"CUL3_MOUSE","Cul3"
"CUL3_MOUSE","Cul3"
"CUL3_MOUSE","Cul3"
"CUL3_MOUSE","Cul3"
"CUL3_MOUSE","Cul3"
"CUL3_MOUSE","Cul3"
"CUL3_MOUSE","Cul3"
"CUL3_MOUSE","Cul3"
"CUL3_MOUSE","Cul3"
"CUL4A_MOUSE","Cul4a"
"CUL4A_MOUSE","Cul4a"
"CUL4A_MOUSE","Cul4a"
"CUL4A_MOUSE","Cul4a"
"CUL4A_MOUSE","Cul4a"
"CUL4A_MOUSE","Cul4a"
"CUL4A_MOUSE","Cul4a"
"CUL4A_MOUSE","Cul4a"
"CUL4A_MOUSE","Cul4a"
"CUL4B_MOUSE","Cul4b"
"CUL4B_MOUSE","Cul4b"
"CUL4B_MOUSE","Cul4b"
"CUL4B_MOUSE","Cul4b"
"CUL4B_MOUSE","Cul4b"
"CUL4B_MOUSE","Cul4b"
"CUL4B_MOUSE","Cul4b"
"CUL4B_MOUSE","Cul4b"
"CUL4B_MOUSE","Cul4b"
"CUL5_MOUSE","Cul5"
"CUL5_MOUSE","Cul5"
"CUL5_MOUSE","Cul5"
"CUL5_MOUSE","Cul5"
"CUL5_MOUSE","Cul5"
"CUL5_MOUSE","Cul5"
"CUL5_MOUSE","Cul5"
"CUL5_MOUSE","Cul5"
"CUL5_MOUSE","Cul5"
"CUL7_MOUSE","Cul7"
"CUL7_MOUSE","Cul7"
"CUL7_MOUSE","Cul7"
"CUL7_MOUSE","Cul7"
"CUL7_MOUSE","Cul7"
"CUL7_MOUSE","Cul7"
"CUL7_MOUSE","Cul7"
"CUL7_MOUSE","Cul7"
"CUL7_MOUSE","Cul7"
"CUTA_MOUSE","Cuta"
"CUTA_MOUSE","Cuta"
"CUTA_MOUSE","Cuta"
"CUTA_MOUSE","Cuta"
"CUTA_MOUSE","Cuta"
"CUTA_MOUSE","Cuta"
"CUTA_MOUSE","Cuta"
"CUTA_MOUSE","Cuta"
"CUTA_MOUSE","Cuta"
"CX6A1_MOUSE","Cox6a1"
"CX6A1_MOUSE","Cox6a1"
"CX6A1_MOUSE","Cox6a1"
"CX6A1_MOUSE","Cox6a1"
"CX6A1_MOUSE","Cox6a1"
"CX6A1_MOUSE","Cox6a1"
"CX6A1_MOUSE","Cox6a1"
"CX6A1_MOUSE","Cox6a1"
"CX6A1_MOUSE","Cox6a1"
"CX6B1_MOUSE","Cox6b1"
"CX6B1_MOUSE","Cox6b1"
"CX6B1_MOUSE","Cox6b1"
"CX6B1_MOUSE","Cox6b1"
"CX6B1_MOUSE","Cox6b1"
"CX6B1_MOUSE","Cox6b1"
"CX6B1_MOUSE","Cox6b1"
"CX6B1_MOUSE","Cox6b1"
"CX6B1_MOUSE","Cox6b1"
"CX7A2_MOUSE","Cox7a2"
"CX7A2_MOUSE","Cox7a2"
"CX7A2_MOUSE","Cox7a2"
"CX7A2_MOUSE","Cox7a2"
"CX7A2_MOUSE","Cox7a2"
"CX7A2_MOUSE","Cox7a2"
"CX7A2_MOUSE","Cox7a2"
"CX7A2_MOUSE","Cox7a2"
"CX7A2_MOUSE","Cox7a2"
"CY1_MOUSE","Cyc1"
"CY1_MOUSE","Cyc1"
"CY1_MOUSE","Cyc1"
"CY1_MOUSE","Cyc1"
"CY1_MOUSE","Cyc1"
"CY1_MOUSE","Cyc1"
"CY1_MOUSE","Cyc1"
"CY1_MOUSE","Cyc1"
"CY1_MOUSE","Cyc1"
"CYB_MOUSE","Mt-Cyb"
"CYB_MOUSE","Mt-Cyb"
"CYB_MOUSE","Mt-Cyb"
"CYB_MOUSE","Mt-Cyb"
"CYB_MOUSE","Mt-Cyb"
"CYB_MOUSE","Mt-Cyb"
"CYB_MOUSE","Mt-Cyb"
"CYB_MOUSE","Mt-Cyb"
"CYB_MOUSE","Mt-Cyb"
"CYB5_MOUSE","Cyb5a"
"CYB5_MOUSE","Cyb5a"
"CYB5_MOUSE","Cyb5a"
"CYB5_MOUSE","Cyb5a"
"CYB5_MOUSE","Cyb5a"
"CYB5_MOUSE","Cyb5a"
"CYB5_MOUSE","Cyb5a"
"CYB5_MOUSE","Cyb5a"
"CYB5_MOUSE","Cyb5a"
"CYB5B_MOUSE","Cyb5b"
"CYB5B_MOUSE","Cyb5b"
"CYB5B_MOUSE","Cyb5b"
"CYB5B_MOUSE","Cyb5b"
"CYB5B_MOUSE","Cyb5b"
"CYB5B_MOUSE","Cyb5b"
"CYB5B_MOUSE","Cyb5b"
"CYB5B_MOUSE","Cyb5b"
"CYB5B_MOUSE","Cyb5b"
"CYBC1_MOUSE","Cybc1"
"CYBC1_MOUSE","Cybc1"
"CYBC1_MOUSE","Cybc1"
"CYBC1_MOUSE","Cybc1"
"CYBC1_MOUSE","Cybc1"
"CYBC1_MOUSE","Cybc1"
"CYBC1_MOUSE","Cybc1"
"CYBC1_MOUSE","Cybc1"
"CYBC1_MOUSE","Cybc1"
"CYBP_MOUSE","Cacybp"
"CYBP_MOUSE","Cacybp"
"CYBP_MOUSE","Cacybp"
"CYBP_MOUSE","Cacybp"
"CYBP_MOUSE","Cacybp"
"CYBP_MOUSE","Cacybp"
"CYBP_MOUSE","Cacybp"
"CYBP_MOUSE","Cacybp"
"CYBP_MOUSE","Cacybp"
"CYC_MOUSE","Cycs"
"CYC_MOUSE","Cycs"
"CYC_MOUSE","Cycs"
"CYC_MOUSE","Cycs"
"CYC_MOUSE","Cycs"
"CYC_MOUSE","Cycs"
"CYC_MOUSE","Cycs"
"CYC_MOUSE","Cycs"
"CYC_MOUSE","Cycs"
"CYFP1_MOUSE","Cyfip1"
"CYFP1_MOUSE","Cyfip1"
"CYFP1_MOUSE","Cyfip1"
"CYFP1_MOUSE","Cyfip1"
"CYFP1_MOUSE","Cyfip1"
"CYFP1_MOUSE","Cyfip1"
"CYFP1_MOUSE","Cyfip1"
"CYFP1_MOUSE","Cyfip1"
"CYFP1_MOUSE","Cyfip1"
"CYRIB_MOUSE","Cyrib"
"CYRIB_MOUSE","Cyrib"
"CYRIB_MOUSE","Cyrib"
"CYRIB_MOUSE","Cyrib"
"CYRIB_MOUSE","Cyrib"
"CYRIB_MOUSE","Cyrib"
"CYRIB_MOUSE","Cyrib"
"CYRIB_MOUSE","Cyrib"
"CYRIB_MOUSE","Cyrib"
"CYTB_MOUSE","Cstb"
"CYTB_MOUSE","Cstb"
"CYTB_MOUSE","Cstb"
"CYTB_MOUSE","Cstb"
"CYTB_MOUSE","Cstb"
"CYTB_MOUSE","Cstb"
"CYTB_MOUSE","Cstb"
"CYTB_MOUSE","Cstb"
"CYTB_MOUSE","Cstb"
"CYTC_MOUSE","Cst3"
"CYTC_MOUSE","Cst3"
"CYTC_MOUSE","Cst3"
"CYTC_MOUSE","Cst3"
"CYTC_MOUSE","Cst3"
"CYTC_MOUSE","Cst3"
"CYTC_MOUSE","Cst3"
"CYTC_MOUSE","Cst3"
"CYTC_MOUSE","Cst3"
"CYTSB_MOUSE","Specc1"
"CYTSB_MOUSE","Specc1"
"CYTSB_MOUSE","Specc1"
"CYTSB_MOUSE","Specc1"
"CYTSB_MOUSE","Specc1"
"CYTSB_MOUSE","Specc1"
"CYTSB_MOUSE","Specc1"
"CYTSB_MOUSE","Specc1"
"CYTSB_MOUSE","Specc1"
"CZIB_MOUSE","Czib"
"CZIB_MOUSE","Czib"
"CZIB_MOUSE","Czib"
"CZIB_MOUSE","Czib"
"CZIB_MOUSE","Czib"
"CZIB_MOUSE","Czib"
"CZIB_MOUSE","Czib"
"CZIB_MOUSE","Czib"
"CZIB_MOUSE","Czib"
"D2HDH_MOUSE","D2hgdh"
"D2HDH_MOUSE","D2hgdh"
"D2HDH_MOUSE","D2hgdh"
"D2HDH_MOUSE","D2hgdh"
"D2HDH_MOUSE","D2hgdh"
"D2HDH_MOUSE","D2hgdh"
"D2HDH_MOUSE","D2hgdh"
"D2HDH_MOUSE","D2hgdh"
"D2HDH_MOUSE","D2hgdh"
"DAAF5_MOUSE","Dnaaf5"
"DAAF5_MOUSE","Dnaaf5"
"DAAF5_MOUSE","Dnaaf5"
"DAAF5_MOUSE","Dnaaf5"
"DAAF5_MOUSE","Dnaaf5"
"DAAF5_MOUSE","Dnaaf5"
"DAAF5_MOUSE","Dnaaf5"
"DAAF5_MOUSE","Dnaaf5"
"DAAF5_MOUSE","Dnaaf5"
"DAB2_MOUSE","Dab2"
"DAB2_MOUSE","Dab2"
"DAB2_MOUSE","Dab2"
"DAB2_MOUSE","Dab2"
"DAB2_MOUSE","Dab2"
"DAB2_MOUSE","Dab2"
"DAB2_MOUSE","Dab2"
"DAB2_MOUSE","Dab2"
"DAB2_MOUSE","Dab2"
"DAD1_MOUSE","Dad1"
"DAD1_MOUSE","Dad1"
"DAD1_MOUSE","Dad1"
"DAD1_MOUSE","Dad1"
"DAD1_MOUSE","Dad1"
"DAD1_MOUSE","Dad1"
"DAD1_MOUSE","Dad1"
"DAD1_MOUSE","Dad1"
"DAD1_MOUSE","Dad1"
"DAG1_MOUSE","Dag1"
"DAG1_MOUSE","Dag1"
"DAG1_MOUSE","Dag1"
"DAG1_MOUSE","Dag1"
"DAG1_MOUSE","Dag1"
"DAG1_MOUSE","Dag1"
"DAG1_MOUSE","Dag1"
"DAG1_MOUSE","Dag1"
"DAG1_MOUSE","Dag1"
"DAP1_MOUSE","Dap"
"DAP1_MOUSE","Dap"
"DAP1_MOUSE","Dap"
"DAP1_MOUSE","Dap"
"DAP1_MOUSE","Dap"
"DAP1_MOUSE","Dap"
"DAP1_MOUSE","Dap"
"DAP1_MOUSE","Dap"
"DAP1_MOUSE","Dap"
"DAPK3_MOUSE","Dapk3"
"DAPK3_MOUSE","Dapk3"
"DAPK3_MOUSE","Dapk3"
"DAPK3_MOUSE","Dapk3"
"DAPK3_MOUSE","Dapk3"
"DAPK3_MOUSE","Dapk3"
"DAPK3_MOUSE","Dapk3"
"DAPK3_MOUSE","Dapk3"
"DAPK3_MOUSE","Dapk3"
"DAZP1_MOUSE","Dazap1"
"DAZP1_MOUSE","Dazap1"
"DAZP1_MOUSE","Dazap1"
"DAZP1_MOUSE","Dazap1"
"DAZP1_MOUSE","Dazap1"
"DAZP1_MOUSE","Dazap1"
"DAZP1_MOUSE","Dazap1"
"DAZP1_MOUSE","Dazap1"
"DAZP1_MOUSE","Dazap1"
"DBLOH_MOUSE","Diablo"
"DBLOH_MOUSE","Diablo"
"DBLOH_MOUSE","Diablo"
"DBLOH_MOUSE","Diablo"
"DBLOH_MOUSE","Diablo"
"DBLOH_MOUSE","Diablo"
"DBLOH_MOUSE","Diablo"
"DBLOH_MOUSE","Diablo"
"DBLOH_MOUSE","Diablo"
"DBNL_MOUSE","Dbnl"
"DBNL_MOUSE","Dbnl"
"DBNL_MOUSE","Dbnl"
"DBNL_MOUSE","Dbnl"
"DBNL_MOUSE","Dbnl"
"DBNL_MOUSE","Dbnl"
"DBNL_MOUSE","Dbnl"
"DBNL_MOUSE","Dbnl"
"DBNL_MOUSE","Dbnl"
"DC1I2_MOUSE","Dync1i2"
"DC1I2_MOUSE","Dync1i2"
"DC1I2_MOUSE","Dync1i2"
"DC1I2_MOUSE","Dync1i2"
"DC1I2_MOUSE","Dync1i2"
"DC1I2_MOUSE","Dync1i2"
"DC1I2_MOUSE","Dync1i2"
"DC1I2_MOUSE","Dync1i2"
"DC1I2_MOUSE","Dync1i2"
"DC1L1_MOUSE","Dync1li1"
"DC1L1_MOUSE","Dync1li1"
"DC1L1_MOUSE","Dync1li1"
"DC1L1_MOUSE","Dync1li1"
"DC1L1_MOUSE","Dync1li1"
"DC1L1_MOUSE","Dync1li1"
"DC1L1_MOUSE","Dync1li1"
"DC1L1_MOUSE","Dync1li1"
"DC1L1_MOUSE","Dync1li1"
"DC1L2_MOUSE","Dync1li2"
"DC1L2_MOUSE","Dync1li2"
"DC1L2_MOUSE","Dync1li2"
"DC1L2_MOUSE","Dync1li2"
"DC1L2_MOUSE","Dync1li2"
"DC1L2_MOUSE","Dync1li2"
"DC1L2_MOUSE","Dync1li2"
"DC1L2_MOUSE","Dync1li2"
"DC1L2_MOUSE","Dync1li2"
"DCAF6_MOUSE","Dcaf6"
"DCAF6_MOUSE","Dcaf6"
"DCAF6_MOUSE","Dcaf6"
"DCAF6_MOUSE","Dcaf6"
"DCAF6_MOUSE","Dcaf6"
"DCAF6_MOUSE","Dcaf6"
"DCAF6_MOUSE","Dcaf6"
"DCAF6_MOUSE","Dcaf6"
"DCAF6_MOUSE","Dcaf6"
"DCAF7_MOUSE","Dcaf7"
"DCAF7_MOUSE","Dcaf7"
"DCAF7_MOUSE","Dcaf7"
"DCAF7_MOUSE","Dcaf7"
"DCAF7_MOUSE","Dcaf7"
"DCAF7_MOUSE","Dcaf7"
"DCAF7_MOUSE","Dcaf7"
"DCAF7_MOUSE","Dcaf7"
"DCAF7_MOUSE","Dcaf7"
"DCAF8_MOUSE","Dcaf8"
"DCAF8_MOUSE","Dcaf8"
"DCAF8_MOUSE","Dcaf8"
"DCAF8_MOUSE","Dcaf8"
"DCAF8_MOUSE","Dcaf8"
"DCAF8_MOUSE","Dcaf8"
"DCAF8_MOUSE","Dcaf8"
"DCAF8_MOUSE","Dcaf8"
"DCAF8_MOUSE","Dcaf8"
"DCAKD_MOUSE","Dcakd"
"DCAKD_MOUSE","Dcakd"
"DCAKD_MOUSE","Dcakd"
"DCAKD_MOUSE","Dcakd"
"DCAKD_MOUSE","Dcakd"
"DCAKD_MOUSE","Dcakd"
"DCAKD_MOUSE","Dcakd"
"DCAKD_MOUSE","Dcakd"
"DCAKD_MOUSE","Dcakd"
"DCLK1_MOUSE","Dclk1"
"DCLK1_MOUSE","Dclk1"
"DCLK1_MOUSE","Dclk1"
"DCLK1_MOUSE","Dclk1"
"DCLK1_MOUSE","Dclk1"
"DCLK1_MOUSE","Dclk1"
"DCLK1_MOUSE","Dclk1"
"DCLK1_MOUSE","Dclk1"
"DCLK1_MOUSE","Dclk1"
"DCNL1_MOUSE","Dcun1d1"
"DCNL1_MOUSE","Dcun1d1"
"DCNL1_MOUSE","Dcun1d1"
"DCNL1_MOUSE","Dcun1d1"
"DCNL1_MOUSE","Dcun1d1"
"DCNL1_MOUSE","Dcun1d1"
"DCNL1_MOUSE","Dcun1d1"
"DCNL1_MOUSE","Dcun1d1"
"DCNL1_MOUSE","Dcun1d1"
"DCPS_MOUSE","Dcps"
"DCPS_MOUSE","Dcps"
"DCPS_MOUSE","Dcps"
"DCPS_MOUSE","Dcps"
"DCPS_MOUSE","Dcps"
"DCPS_MOUSE","Dcps"
"DCPS_MOUSE","Dcps"
"DCPS_MOUSE","Dcps"
"DCPS_MOUSE","Dcps"
"DCTN1_MOUSE","Dctn1"
"DCTN1_MOUSE","Dctn1"
"DCTN1_MOUSE","Dctn1"
"DCTN1_MOUSE","Dctn1"
"DCTN1_MOUSE","Dctn1"
"DCTN1_MOUSE","Dctn1"
"DCTN1_MOUSE","Dctn1"
"DCTN1_MOUSE","Dctn1"
"DCTN1_MOUSE","Dctn1"
"DCTN2_MOUSE","Dctn2"
"DCTN2_MOUSE","Dctn2"
"DCTN2_MOUSE","Dctn2"
"DCTN2_MOUSE","Dctn2"
"DCTN2_MOUSE","Dctn2"
"DCTN2_MOUSE","Dctn2"
"DCTN2_MOUSE","Dctn2"
"DCTN2_MOUSE","Dctn2"
"DCTN2_MOUSE","Dctn2"
"DCTN3_MOUSE","Dctn3"
"DCTN3_MOUSE","Dctn3"
"DCTN3_MOUSE","Dctn3"
"DCTN3_MOUSE","Dctn3"
"DCTN3_MOUSE","Dctn3"
"DCTN3_MOUSE","Dctn3"
"DCTN3_MOUSE","Dctn3"
"DCTN3_MOUSE","Dctn3"
"DCTN3_MOUSE","Dctn3"
"DCTN4_MOUSE","Dctn4"
"DCTN4_MOUSE","Dctn4"
"DCTN4_MOUSE","Dctn4"
"DCTN4_MOUSE","Dctn4"
"DCTN4_MOUSE","Dctn4"
"DCTN4_MOUSE","Dctn4"
"DCTN4_MOUSE","Dctn4"
"DCTN4_MOUSE","Dctn4"
"DCTN4_MOUSE","Dctn4"
"DCUP_MOUSE","Urod"
"DCUP_MOUSE","Urod"
"DCUP_MOUSE","Urod"
"DCUP_MOUSE","Urod"
"DCUP_MOUSE","Urod"
"DCUP_MOUSE","Urod"
"DCUP_MOUSE","Urod"
"DCUP_MOUSE","Urod"
"DCUP_MOUSE","Urod"
"DD19A_MOUSE","Ddx19a"
"DD19A_MOUSE","Ddx19a"
"DD19A_MOUSE","Ddx19a"
"DD19A_MOUSE","Ddx19a"
"DD19A_MOUSE","Ddx19a"
"DD19A_MOUSE","Ddx19a"
"DD19A_MOUSE","Ddx19a"
"DD19A_MOUSE","Ddx19a"
"DD19A_MOUSE","Ddx19a"
"DDAH1_MOUSE","Ddah1"
"DDAH1_MOUSE","Ddah1"
"DDAH1_MOUSE","Ddah1"
"DDAH1_MOUSE","Ddah1"
"DDAH1_MOUSE","Ddah1"
"DDAH1_MOUSE","Ddah1"
"DDAH1_MOUSE","Ddah1"
"DDAH1_MOUSE","Ddah1"
"DDAH1_MOUSE","Ddah1"
"DDAH2_MOUSE","Ddah2"
"DDAH2_MOUSE","Ddah2"
"DDAH2_MOUSE","Ddah2"
"DDAH2_MOUSE","Ddah2"
"DDAH2_MOUSE","Ddah2"
"DDAH2_MOUSE","Ddah2"
"DDAH2_MOUSE","Ddah2"
